novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
MSTRG.4235_16035339_16035359_6	ENSG00000023734.6	ENSG00000023734.6	STRAP	ENSG00000151491.8,	ENSG00000151491.8,	EPS8,
MSTRG.4235_16035363_16035485_40	ENSG00000023734.6	ENSG00000023734.6	STRAP	ENSG00000151491.8,	ENSG00000151491.8,	EPS8,
MSTRG.4235_16035642_16042896_48	ENSG00000023734.6	ENSG00000023734.6	STRAP	ENSG00000151491.8,	ENSG00000151491.8,	EPS8,
MSTRG.4236_16064318_16069118_32	ENSG00000023697.8	ENSG00000023697.8	DERA			
MSTRG.4236_16064318_16111245_66	ENSG00000023697.8	ENSG00000023697.8	DERA			
MSTRG.4258_16553013_16552807_68	ENSG00000008394.8,ENSG00000256238.1	ENSG00000008394.8,ENSG00000256238.1	MGST1,RP11-473N11.2	,	,	,
ENSG00000052126.10_19282734_19418737_196	ENSG00000052126.10,ENSG00000253284.2,ENSG00000240993.2	ENSG00000052126.10,ENSG00000253284.2,ENSG00000240993.2	PLEKHA5,RP11-282K24.3,RN7SL459P	,,	,,	,,
MSTRG.4247_21590665_21594143_55	ENSG00000121350.11	ENSG00000121350.11	PYROXD1			
MSTRG.4249_21654396_21654289_35	ENSG00000004700.11	ENSG00000004700.11	RECQL	,ENSG00000111711.5	,ENSG00000111711.5	,GOLT1B
MSTRG.4249_21654155_21654120_11	ENSG00000004700.11	ENSG00000004700.11	RECQL			
MSTRG.4254_21810723_21810661_20	ENSG00000111716.8	ENSG00000111716.8	LDHB			
MSTRG.4254_21810723_21809993_64	ENSG00000111716.8	ENSG00000111716.8	LDHB			
MSTRG.4251_22208463_22213800_38	ENSG00000111726.8	ENSG00000111726.8	CMAS			
MSTRG.4251_22199238_22208395_88	ENSG00000111726.8	ENSG00000111726.8	CMAS			
ENSG00000111731.8_22697389_22697297_30	ENSG00000111731.8	ENSG00000111731.8	C2CD5			
MSTRG.4267_25102081_25101863_72	ENSG00000060982.10	ENSG00000060982.10	BCAT1	,ENSG00000255921.1	,ENSG00000255921.1	,RP11-662I13.2
MSTRG.4272_27091459_27091530_23	ENSG00000111790.9	ENSG00000111790.9	FGFR1OP2	ENSG00000064102.10,	ENSG00000064102.10,	ASUN,
MSTRG.4275_27152489_27132867_108	ENSG00000064115.6,ENSG00000265012.1	ENSG00000064115.6,ENSG00000265012.1	TM7SF3,AC024896.1	ENSG00000247903.1,,	ENSG00000247903.1,,	RP11-421F16.3,,
MSTRG.4275_27167101_27152551_49	ENSG00000064115.6	ENSG00000064115.6	TM7SF3			
MSTRG.4275_27167101_27148334_32	ENSG00000064115.6	ENSG00000064115.6	TM7SF3			
MSTRG.4277_27467514_27468215_81	ENSG00000211455.3	ENSG00000211455.3	STK38L			
MSTRG.4278_27485798_27521198_80	ENSG00000029153.10	ENSG00000029153.10	ARNTL2			
MSTRG.4289_27834575_27835387_40	ENSG00000110841.9	ENSG00000110841.9	PPFIBP1			
MSTRG.4287_27863777_27869237_41	ENSG00000061794.8	ENSG00000061794.8	MRPS35	ENSG00000256377.1,	ENSG00000256377.1,	RP11-1060J15.4,
MSTRG.4287_27863810_27908121_28	ENSG00000061794.8,ENSG00000252585.1	ENSG00000061794.8,ENSG00000252585.1	MRPS35,Y_RNA	ENSG00000256377.1,,	ENSG00000256377.1,,	RP11-1060J15.4,,
MSTRG.4302_29524517_29524485_10	ENSG00000087502.13	ENSG00000087502.13	ERGIC2			
MSTRG.4299_30848581_30843459_35	ENSG00000133704.5	ENSG00000133704.5	IPO8			
ENSG00000110888.13_30906454_30884417_197	ENSG00000110888.13	ENSG00000110888.13	CAPRIN2			
MSTRG.4319_31231406_31242489_288	ENSG00000013573.12	ENSG00000013573.12	DDX11			
ENSG00000177359.13_31272249_31271893_118	ENSG00000177359.13	ENSG00000177359.13	RP11-551L14.1			
MSTRG.4303_31479016_31458033_27	ENSG00000139146.9,ENSG00000256176.1,ENSG00000177340.4	ENSG00000139146.9,ENSG00000256176.1,ENSG00000177340.4	FAM60A,RP11-627K11.3,AC024940.1	,,	,,	,,
MSTRG.4303_31479016_31451074_47	ENSG00000139146.9,ENSG00000238661.1,ENSG00000256176.1,ENSG00000177340.4	ENSG00000139146.9,ENSG00000238661.1,ENSG00000256176.1,ENSG00000177340.4	FAM60A,snoU13,RP11-627K11.3,AC024940.1	,,,	,,,	,,,
MSTRG.4307_31562291_31555565_35	ENSG00000170456.10	ENSG00000170456.10	DENND5B			
ENSG00000139132.10_32791643_32795717_95	ENSG00000139132.10	ENSG00000139132.10	FGD4			
MSTRG.4327_32854367_32861103_48	ENSG00000087470.13,ENSG00000201563.1	ENSG00000087470.13,ENSG00000201563.1	DNM1L,Y_RNA	,	,	,
MSTRG.4327_32893127_32893198_23	ENSG00000087470.13,ENSG00000139131.8	ENSG00000087470.13,ENSG00000139131.8	DNM1L,YARS2	,	,	,
MSTRG.4327_32832298_32871591_156	ENSG00000087470.13,ENSG00000257643.1,ENSG00000201563.1	ENSG00000087470.13,ENSG00000257643.1,ENSG00000201563.1	DNM1L,RP11-278C7.2,Y_RNA	,,	,,	,,
MSTRG.4327_32832298_32873615_117	ENSG00000087470.13,ENSG00000257643.1,ENSG00000201563.1	ENSG00000087470.13,ENSG00000257643.1,ENSG00000201563.1	DNM1L,RP11-278C7.2,Y_RNA	,,	,,	,,
MSTRG.4325_32945591_32945213_75	ENSG00000057294.9	ENSG00000057294.9	PKP2			
ENSG00000139116.13_39705245_39703539_18	ENSG00000139116.13	ENSG00000139116.13	KIF21A			
MSTRG.4332_41086305_41086346_13	ENSG00000018236.10	ENSG00000018236.10	CNTN1			
MSTRG.4332_41086350_41289754_15	ENSG00000018236.10,ENSG00000257680.1	ENSG00000018236.10,ENSG00000257680.1	CNTN1,RP11-367O10.1	,	,	,
MSTRG.4332_41086350_41302185_23	ENSG00000018236.10,ENSG00000257680.1	ENSG00000018236.10,ENSG00000257680.1	CNTN1,RP11-367O10.1	,	,	,
MSTRG.4335_42631982_42592971_72	ENSG00000015153.10,ENSG00000269367.1	ENSG00000015153.10,ENSG00000269367.1	YAF2,AC020629.1	,,ENSG00000134283.13	,,ENSG00000134283.13	,,PPHLN1
MSTRG.4341_42719875_42719774_33	ENSG00000134283.13,ENSG00000139168.3	ENSG00000134283.13,ENSG00000139168.3	PPHLN1,ZCRB1	,	,	,
MSTRG.4341_42719826_42719785_13	ENSG00000134283.13,ENSG00000139168.3	ENSG00000134283.13,ENSG00000139168.3	PPHLN1,ZCRB1	,	,	,
MSTRG.4338_42839915_42840004_29	ENSG00000134283.13	ENSG00000134283.13	PPHLN1			
MSTRG.4338_42726504_42781261_52	ENSG00000134283.13,ENSG00000252917.1	ENSG00000134283.13,ENSG00000252917.1	PPHLN1,SNORA74	,	,	,
ENSG00000129317.10_44152556_44152539_5	ENSG00000129317.10	ENSG00000129317.10	PUS7L	,ENSG00000198001.9	,ENSG00000198001.9	,IRAK4
ENSG00000198001.9_44166048_44167775_66	ENSG00000198001.9	ENSG00000198001.9	IRAK4			
MSTRG.4337_44200150_44198369_62	ENSG00000151239.9	ENSG00000151239.9	TWF1			
MSTRG.4337_44200150_44199689_153	ENSG00000151239.9	ENSG00000151239.9	TWF1			
ENSG00000139173.5_44238455_44605085_140	ENSG00000139173.5,ENSG00000258212.1	ENSG00000139173.5,ENSG00000258212.1	TMEM117,RP11-624G19.1	,	,	,
MSTRG.4352_45609872_45609988_38	ENSG00000177119.11	ENSG00000177119.11	ANO6	ENSG00000134297.6,	ENSG00000134297.6,	PLEKHA8P1,
ENSG00000189079.11_46231143_46239807_156	ENSG00000189079.11	ENSG00000189079.11	ARID2			
MSTRG.4347_46385838_46345522_142	ENSG00000139218.13	ENSG00000139218.13	SCAF11			
MSTRG.4349_46662725_46662693_10	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4349_46662688_46662644_14	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4349_46662443_46648702_50	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4349_46662443_46633611_66	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4349_46662659_46637008_33	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4349_46662688_46633586_43	ENSG00000111371.11	ENSG00000111371.11	SLC38A1			
MSTRG.4353_47473496_47473410_28	ENSG00000139211.5,ENSG00000179715.8	ENSG00000139211.5,ENSG00000179715.8	AMIGO2,PCED1B	,	,	,
MSTRG.4353_47473834_47473493_113	ENSG00000139211.5,ENSG00000179715.8	ENSG00000139211.5,ENSG00000179715.8	AMIGO2,PCED1B	,	,	,
MSTRG.4353_47474082_47473963_39	ENSG00000179715.8	ENSG00000179715.8	PCED1B	ENSG00000139211.5,	ENSG00000139211.5,	AMIGO2,
MSTRG.4353_47473947_47473894_17	ENSG00000179715.8	ENSG00000179715.8	PCED1B	ENSG00000139211.5,	ENSG00000139211.5,	AMIGO2,
MSTRG.4361_48095251_48091412_31	ENSG00000005175.5	ENSG00000005175.5	RPAP3			
MSTRG.4365_48152835_48154023_40	ENSG00000079337.11,ENSG00000211584.9	ENSG00000079337.11,ENSG00000211584.9	RAPGEF3,SLC48A1	,	,	,
MSTRG.4365_48167088_48174064_146	ENSG00000211584.9	ENSG00000211584.9	SLC48A1			
MSTRG.4365_48167088_48172837_52	ENSG00000211584.9	ENSG00000211584.9	SLC48A1			
MSTRG.4366_48191242_48186442_358	ENSG00000061273.13	ENSG00000061273.13	HDAC7			
MSTRG.4366_48192708_48189546_224	ENSG00000061273.13	ENSG00000061273.13	HDAC7			
MSTRG.4366_48185887_48184823_207	ENSG00000061273.13	ENSG00000061273.13	HDAC7			
MSTRG.4360_48358020_48359132_84	ENSG00000134291.7	ENSG00000134291.7	TMEM106C			
MSTRG.4360_48357995_48358081_28	ENSG00000134291.7	ENSG00000134291.7	TMEM106C			
MSTRG.4376_48500023_48495267_81	ENSG00000079387.9,ENSG00000152556.11	ENSG00000079387.9,ENSG00000152556.11	SENP1,PFKM	,	,	,
MSTRG.4376_48500023_48491887_108	ENSG00000079387.9,ENSG00000152556.11	ENSG00000079387.9,ENSG00000152556.11	SENP1,PFKM	,	,	,
MSTRG.4380_48516558_48528947_322	ENSG00000152556.11	ENSG00000152556.11	PFKM			
MSTRG.4380_48531612_48533136_28	ENSG00000152556.11	ENSG00000152556.11	PFKM			
MSTRG.4380_48501157_48519244_176	ENSG00000152556.11	ENSG00000152556.11	PFKM			
ENSG00000167528.8_48741812_48739248_74	ENSG00000167528.8	ENSG00000167528.8	ZNF641			
ENSG00000167528.8_48741812_48741031_72	ENSG00000167528.8	ENSG00000167528.8	ZNF641			
MSTRG.4395_49089891_49089838_17	ENSG00000129315.5	ENSG00000129315.5	CCNT1			
MSTRG.4395_49110317_49089600_137	ENSG00000129315.5	ENSG00000129315.5	CCNT1			
MSTRG.4373_49209470_49210700_28	ENSG00000167535.3	ENSG00000167535.3	CACNB3			
MSTRG.4373_49219229_49220222_58	ENSG00000167535.3	ENSG00000167535.3	CACNB3			
MSTRG.4373_49209470_49218968_163	ENSG00000167535.3	ENSG00000167535.3	CACNB3			
MSTRG.4390_49245920_49245897_7	ENSG00000174243.5	ENSG00000174243.5	DDX23			
MSTRG.4390_49239565_49233928_108	ENSG00000174243.5	ENSG00000174243.5	DDX23			
MSTRG.4369_49319455_49319135_106	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	RP11-302B13.5,CCDC65,FKBP11,AC073610.5	,,,	,,,	,,,
MSTRG.4369_49319211_49319071_46	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	RP11-302B13.5,CCDC65,FKBP11,AC073610.5	,,,	,,,	,,,
MSTRG.4369_49319211_49318403_92	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	RP11-302B13.5,CCDC65,FKBP11,AC073610.5	,,,	,,,	,,,
MSTRG.4369_49318014_49316889_39	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	ENSG00000272822.1,ENSG00000139537.6,ENSG00000134285.6,ENSG00000255863.1	RP11-302B13.5,CCDC65,FKBP11,AC073610.5	,,,	,,,	,,,
MSTRG.4389_49397678_49397024_62	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,	,	,
MSTRG.4389_49399288_49399265_7	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,	,	,
MSTRG.4389_49412523_49399295_82	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49412523_49399518_21	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49412523_49399654_22	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49398481_49398242_79	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,	,	,
MSTRG.4389_49412523_49402342_32	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49412523_49406798_34	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49412523_49396682_331	ENSG00000257913.1,ENSG00000181929.7	ENSG00000257913.1,ENSG00000181929.7	RP11-386G11.5,PRKAG1	,,ENSG00000167548.10	,,ENSG00000167548.10	,,KMT2D
MSTRG.4389_49453435_49453400_11	ENSG00000167548.10	ENSG00000167548.10	KMT2D			
ENSG00000167550.6_49460441_49460045_37	ENSG00000167550.6	ENSG00000167550.6	RHEBL1			
ENSG00000167550.6_49463568_49460480_42	ENSG00000167550.6	ENSG00000167550.6	RHEBL1			
ENSG00000139636.11_49504352_49500777_45	ENSG00000139636.11	ENSG00000139636.11	LMBR1L			
ENSG00000139636.11_49504352_49500755_104	ENSG00000139636.11	ENSG00000139636.11	LMBR1L			
MSTRG.4400_49525238_49525089_49	ENSG00000258017.1,ENSG00000123416.11	ENSG00000258017.1,ENSG00000123416.11	RP11-386G11.10,TUBA1B	,	,	,
MSTRG.4400_49523998_49523951_15	ENSG00000258017.1,ENSG00000123416.11	ENSG00000258017.1,ENSG00000123416.11	RP11-386G11.10,TUBA1B	,	,	,
MSTRG.4394_49717392_49719301_53	ENSG00000258334.1,ENSG00000135451.8	ENSG00000258334.1,ENSG00000135451.8	RP11-161H23.9,TROAP	,	,	,
MSTRG.4394_49717392_49717550_52	ENSG00000258334.1,ENSG00000135451.8	ENSG00000258334.1,ENSG00000135451.8	RP11-161H23.9,TROAP	,	,	,
MSTRG.4394_49719643_49721007_58	ENSG00000135451.8	ENSG00000135451.8	TROAP			
MSTRG.4394_49719643_49721040_63	ENSG00000135451.8	ENSG00000135451.8	TROAP			
MSTRG.4375_49730558_49730523_11	ENSG00000186897.3	ENSG00000186897.3	C1QL4			
MSTRG.4374_49741851_49742555_14	ENSG00000178401.10	ENSG00000178401.10	DNAJC22			
MSTRG.4374_49742688_49742948_86	ENSG00000178401.10	ENSG00000178401.10	DNAJC22			
MSTRG.4374_49742572_49742652_26	ENSG00000178401.10	ENSG00000178401.10	DNAJC22			
MSTRG.4385_49953078_49952959_39	ENSG00000187778.9	ENSG00000187778.9	MCRS1			
MSTRG.4385_49961833_49959981_46	ENSG00000187778.9	ENSG00000187778.9	MCRS1	,ENSG00000110844.9	,ENSG00000110844.9	,PRPF40B
MSTRG.4385_49961833_49960496_43	ENSG00000187778.9	ENSG00000187778.9	MCRS1	,ENSG00000110844.9	,ENSG00000110844.9	,PRPF40B
MSTRG.4385_49956817_49954111_23	ENSG00000187778.9	ENSG00000187778.9	MCRS1			
MSTRG.4422_50135352_50135390_12	ENSG00000139644.8	ENSG00000139644.8	TMBIM6			
MSTRG.4422_50135805_50135963_52	ENSG00000139644.8	ENSG00000139644.8	TMBIM6			
MSTRG.4422_50135805_50146290_45	ENSG00000139644.8	ENSG00000139644.8	TMBIM6			
ENSG00000167566.12_50197827_50196693_92	ENSG00000167566.12	ENSG00000167566.12	NCKAP5L			
ENSG00000167566.12_50197827_50196733_112	ENSG00000167566.12	ENSG00000167566.12	NCKAP5L			
ENSG00000167566.12_50222155_50199816_19	ENSG00000167566.12	ENSG00000167566.12	NCKAP5L	,ENSG00000258057.1	,ENSG00000258057.1	,BCDIN3D-AS1
MSTRG.4413_50419149_50410461_26	ENSG00000161800.8	ENSG00000161800.8	RACGAP1			
MSTRG.4391_50451412_50451438_8	ENSG00000110881.7	ENSG00000110881.7	ASIC1			
MSTRG.4432_50506042_50506203_53	ENSG00000178449.4,ENSG00000272368.1	ENSG00000178449.4,ENSG00000272368.1	COX14,RP4-605O3.4	,	,	,
MSTRG.4433_50561080_50529843_195	ENSG00000272368.1,ENSG00000139624.8	ENSG00000272368.1,ENSG00000139624.8	RP4-605O3.4,CERS5	,	,	,
MSTRG.4433_50561080_50538728_73	ENSG00000272368.1,ENSG00000139624.8	ENSG00000272368.1,ENSG00000139624.8	RP4-605O3.4,CERS5	,	,	,
MSTRG.4425_50898783_50898845_20	ENSG00000066084.8	ENSG00000066084.8	DIP2B			
ENSG00000110911.10_51393191_51393051_46	ENSG00000110911.10	ENSG00000110911.10	SLC11A2			
ENSG00000110911.10_51404511_51402287_24	ENSG00000110911.10	ENSG00000110911.10	SLC11A2			
ENSG00000110911.10_51404511_51399206_28	ENSG00000110911.10	ENSG00000110911.10	SLC11A2			
ENSG00000050426.11_51442140_51442265_41	ENSG00000050426.11	ENSG00000050426.11	LETMD1			
ENSG00000050426.11_51442140_51449677_138	ENSG00000050426.11	ENSG00000050426.11	LETMD1			
ENSG00000050426.11_51442140_51449643_99	ENSG00000050426.11	ENSG00000050426.11	LETMD1			
ENSG00000050426.11_51442140_51450142_43	ENSG00000050426.11	ENSG00000050426.11	LETMD1			
MSTRG.4407_51512553_51512440_37	ENSG00000135457.5	ENSG00000135457.5	TFCP2			
MSTRG.4407_51566887_51566735_50	ENSG00000135457.5	ENSG00000135457.5	TFCP2			
MSTRG.4444_51632692_51634772_73	ENSG00000183283.11	ENSG00000183283.11	DAZAP2			
MSTRG.4444_51634063_51634269_68	ENSG00000183283.11	ENSG00000183283.11	DAZAP2			
ENSG00000050438.12_51818629_51818655_8	ENSG00000050438.12	ENSG00000050438.12	SLC4A8	,ENSG00000271065.1	,ENSG00000271065.1	,RP11-607P23.1
ENSG00000050438.12_51834553_51846006_88	ENSG00000050438.12	ENSG00000050438.12	SLC4A8			
MSTRG.4430_52448135_52448191_18	ENSG00000123358.15	ENSG00000123358.15	NR4A1			
MSTRG.4435_52463812_52463871_19	ENSG00000123395.10	ENSG00000123395.10	C12orf44			
MSTRG.4435_52464161_52464205_14	ENSG00000123395.10	ENSG00000123395.10	C12orf44			
MSTRG.4435_52463874_52464173_62	ENSG00000123395.10	ENSG00000123395.10	C12orf44			
MSTRG.4435_52463874_52464038_54	ENSG00000123395.10	ENSG00000123395.10	C12orf44			
MSTRG.4435_52463794_52464237_53	ENSG00000123395.10	ENSG00000123395.10	C12orf44			
MSTRG.4450_52679956_52679840_38	ENSG00000170442.7,ENSG00000205426.6	ENSG00000170442.7,ENSG00000205426.6	KRT86,KRT81	,	,	,
MSTRG.4424_53208037_53205736_143	ENSG00000170477.8	ENSG00000170477.8	KRT4			
MSTRG.4466_53342958_53344198_167	ENSG00000170421.7,ENSG00000111057.6	ENSG00000170421.7,ENSG00000111057.6	KRT8,KRT18	,	,	,
MSTRG.4465_53298765_53295644_178	ENSG00000170421.7	ENSG00000170421.7	KRT8			
MSTRG.4465_53298765_53294856_226	ENSG00000170421.7	ENSG00000170421.7	KRT8			
MSTRG.4455_53400077_53410295_80	ENSG00000063046.13,ENSG00000257475.2,ENSG00000257337.2	ENSG00000063046.13,ENSG00000257475.2,ENSG00000257337.2	EIF4B,RP11-983P16.2,RP11-983P16.4	,,	,,	,,
MSTRG.4455_53400268_53419027_227	ENSG00000063046.13,ENSG00000257475.2,ENSG00000257337.2	ENSG00000063046.13,ENSG00000257475.2,ENSG00000257337.2	EIF4B,RP11-983P16.2,RP11-983P16.4	,,	,,	,,
MSTRG.4434_53473172_53471019_34	ENSG00000167778.4	ENSG00000167778.4	SPRYD3			
MSTRG.4434_53473117_53468875_124	ENSG00000167778.4	ENSG00000167778.4	SPRYD3			
MSTRG.4460_53613884_53609346_127	ENSG00000172819.12	ENSG00000172819.12	RARG			
MSTRG.4460_53613884_53608378_160	ENSG00000172819.12	ENSG00000172819.12	RARG			
MSTRG.4459_53647114_53647188_24	ENSG00000182544.8	ENSG00000182544.8	MFSD5			
MSTRG.4459_53645895_53646629_61	ENSG00000182544.8	ENSG00000182544.8	MFSD5			
ENSG00000135476.7_53671387_53671718_39	ENSG00000135476.7	ENSG00000135476.7	ESPL1			
ENSG00000135476.7_53662551_53662700_49	ENSG00000135476.7	ENSG00000135476.7	ESPL1			
ENSG00000135476.7_53683255_53683446_63	ENSG00000135476.7	ENSG00000135476.7	ESPL1			
MSTRG.4461_53689352_53690323_94	ENSG00000123349.9	ENSG00000123349.9	PFDN5			
MSTRG.4461_53689641_53689736_31	ENSG00000123349.9	ENSG00000123349.9	PFDN5			
MSTRG.4463_53693522_53693824_100	ENSG00000257605.1,ENSG00000139637.9	ENSG00000257605.1,ENSG00000139637.9	RP11-680A11.5,C12orf10	ENSG00000123349.9,,	ENSG00000123349.9,,	PFDN5,,
MSTRG.4464_53703483_53702937_75	ENSG00000094914.8	ENSG00000094914.8	AAAS			
MSTRG.4464_53718354_53708899_72	ENSG00000094914.8	ENSG00000094914.8	AAAS			
MSTRG.4464_53708909_53708447_72	ENSG00000094914.8	ENSG00000094914.8	AAAS			
MSTRG.4472_53845924_53848536_87	ENSG00000257379.1,ENSG00000197111.11	ENSG00000257379.1,ENSG00000197111.11	RP11-793H13.8,PCBP2	,	,	,
MSTRG.4472_53849762_53853727_99	ENSG00000257379.1,ENSG00000197111.11	ENSG00000257379.1,ENSG00000197111.11	RP11-793H13.8,PCBP2	,	,	,
MSTRG.4473_53879258_53878836_106	ENSG00000139625.8	ENSG00000139625.8	MAP3K12			
MSTRG.4473_53880075_53879836_79	ENSG00000139625.8	ENSG00000139625.8	MAP3K12			
MSTRG.4473_53881175_53877783_393	ENSG00000139625.8	ENSG00000139625.8	MAP3K12			
MSTRG.4475_53895193_53897529_113	ENSG00000139546.6	ENSG00000139546.6	TARBP2	ENSG00000270175.1,	ENSG00000270175.1,	RP11-793H13.11,
MSTRG.4475_53895193_53896853_31	ENSG00000139546.6	ENSG00000139546.6	TARBP2	ENSG00000270175.1,	ENSG00000270175.1,	RP11-793H13.11,
MSTRG.4475_53895888_53896073_61	ENSG00000139546.6	ENSG00000139546.6	TARBP2			
MSTRG.4469_53994784_53937203_25	ENSG00000267281.2,ENSG00000170653.14	ENSG00000267281.2,ENSG00000170653.14	RP11-793H13.10,ATF7	,	,	,
MSTRG.4492_54565824_54558536_48	ENSG00000248576.1,ENSG00000123415.10	ENSG00000248576.1,ENSG00000123415.10	RP11-834C11.8,SMUG1	ENSG00000257534.1,,	ENSG00000257534.1,,	RP11-834C11.10,,
MSTRG.4492_54577732_54577598_44	ENSG00000123415.10	ENSG00000123415.10	SMUG1			
MSTRG.4494_54668044_54667991_17	ENSG00000094916.9,ENSG00000257596.1	ENSG00000094916.9,ENSG00000257596.1	CBX5,RP11-968A15.2	,	,	,
MSTRG.4500_54718948_54734261_10	ENSG00000258344.1,ENSG00000111481.5,ENSG00000199122.1	ENSG00000258344.1,ENSG00000111481.5,ENSG00000199122.1	RP11-968A15.8,COPZ1,MIR148B	,,	,,	,,
MSTRG.4508_54797981_54797352_106	ENSG00000258137.1,ENSG00000258086.1,ENSG00000161638.6	ENSG00000258137.1,ENSG00000258086.1,ENSG00000161638.6	RP11-753H16.3,RP11-753H16.5,ITGA5	,,	,,	,,
MSTRG.4508_54795802_54794618_148	ENSG00000258137.1,ENSG00000258086.1,ENSG00000161638.6	ENSG00000258137.1,ENSG00000258086.1,ENSG00000161638.6	RP11-753H16.3,RP11-753H16.5,ITGA5	,,	,,	,,
MSTRG.4519_56110336_56110356_6	ENSG00000135441.3,ENSG00000258311.1	ENSG00000135441.3,ENSG00000258311.1	BLOC1S1,RP11-644F5.10	,	,	,
MSTRG.4519_56109836_56115490_122	ENSG00000135441.3,ENSG00000258311.1,ENSG00000135437.5	ENSG00000135441.3,ENSG00000258311.1,ENSG00000135437.5	BLOC1S1,RP11-644F5.10,RDH5	ENSG00000135424.11,,,	ENSG00000135424.11,,,	ITGA7,,,
MSTRG.4520_56123380_56123219_53	ENSG00000135404.7,ENSG00000258056.1	ENSG00000135404.7,ENSG00000258056.1	CD63,RP11-644F5.11	,	,	,
MSTRG.4520_56122107_56120576_104	ENSG00000135404.7	ENSG00000135404.7	CD63			
MSTRG.4512_56211485_56194391_52	ENSG00000205323.4,ENSG00000257390.1	ENSG00000205323.4,ENSG00000257390.1	SARNP,RP11-762I7.5	,,ENSG00000123353.5	,,ENSG00000123353.5	,,ORMDL2
MSTRG.4527_56321545_56321014_24	ENSG00000170473.12,ENSG00000065357.15	ENSG00000170473.12,ENSG00000065357.15	WIBG,DGKA	,	,	,
MSTRG.4528_56330851_56332429_80	ENSG00000065357.15	ENSG00000065357.15	DGKA			
MSTRG.4528_56330851_56334132_238	ENSG00000065357.15	ENSG00000065357.15	DGKA			
MSTRG.4528_56333087_56334776_173	ENSG00000065357.15	ENSG00000065357.15	DGKA			
MSTRG.4528_56334726_56337190_157	ENSG00000065357.15	ENSG00000065357.15	DGKA			
MSTRG.4528_56346126_56347290_188	ENSG00000065357.15	ENSG00000065357.15	DGKA			
MSTRG.4530_56360793_56360912_39	ENSG00000185664.10,ENSG00000123374.6,ENSG00000258554.1	ENSG00000185664.10,ENSG00000123374.6,ENSG00000258554.1	PMEL,CDK2,RP11-973D8.4	,,	,,	,,
MSTRG.4525_56380745_56384524_73	ENSG00000111540.11	ENSG00000111540.11	RAB5B			
ENSG00000139531.8_56396006_56397444_30	ENSG00000139531.8	ENSG00000139531.8	SUOX			
ENSG00000139531.8_56396006_56396463_41	ENSG00000139531.8	ENSG00000139531.8	SUOX			
ENSG00000139531.8_56396006_56396059_17	ENSG00000139531.8	ENSG00000139531.8	SUOX			
MSTRG.4535_56498200_56498241_13	ENSG00000257411.1,ENSG00000170515.9	ENSG00000257411.1,ENSG00000170515.9	RP11-603J24.9,PA2G4	,,ENSG00000257553.1	,,ENSG00000257553.1	,,RP11-603J24.17
MSTRG.4545_56547703_56548644_73	ENSG00000257809.1,ENSG00000196465.6	ENSG00000257809.1,ENSG00000196465.6	RP11-603J24.14,MYL6B	,	,	,
